,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_sqr,AcidoCitrico_exp,Azucar_sqr,CloruroSodico_sqr,Densidad_raiz4,pH_ident,Sulfatos_raiz4,Alcohol_sqrt,CalifProductor_sqrt,PrecioBotella_sqr,prop_missings_sqr,aleatorio_raiz4,aleatorio2_log,Beneficio
1448,0.695,0.13,-31.2,0.631,1.00412,3.29,-0.95,9.4,3,3.02,B,**,Reg 3,0,0.7833452824660035,0.23893891761473107,12.819740324470738,16.84498137537871,3.961854673972868,24.382027811151683,1.369671738342972,3.204787901116666,1.0993270584341865,1.6259226327396366,1.6712221139600012,1.883019944652664,1e-08,1.2807820338407705,-0.1917057725359679,477
1449,2.45,-0.33,34.2,0.038,0.97194,3.24,0.93,10.1,2,2.43,B,*,Reg 3,0,0.34885421619343226,0.7275286663143508,34.45165560227115,9.80404599129016,15.562391054695622,9.324497206243894,1.2250786818311528,3.1295604855974952,1.3643107960890042,1.6853731362001245,1.3645593560288818,0.9437356726509212,1e-08,1.0462820955476984,0.9229143133271542,435
1450,1.02,0.85,16.2,0.632,0.9987,1.8,0.36,6.9,3,2.37,MM,**,Reg 1,0,0.3473615433556283,0.6724055625220211,16.03499074031889,39.30055349327412,11.607578807684181,24.413416972846775,1.348420969787941,0.9630109186453837,1.3001002463722,1.3930396281581832,1.6712221139600012,0.866210306052408,1e-08,1.0451611071364602,0.8440755200646046,351
1451,0.63,-0.06,13.0,0.29,0.97928,3.05,0.67,8.7,3,1.19,R,Desc,Reg 1,0,0.43064605804810674,0.5375444878796769,12.219817140616463,13.47033477498471,10.965089865352713,14.85574171870426,1.2626108271286036,2.8436963066246466,1.336166395734865,1.5642142459026955,1.6712221139600012,0.016682795433307814,1e-08,1.1028529697501155,0.6200695111768051,266
1452,-0.9,-0.68,-88.3,1.006,0.95734,3.24,0.52,9.5,2,2.5,R,**,Reg 2,0,0.04180253652349597,0.7735694240970565,2.250214179606122,6.494584728203109,0.08066024579876077,37.56893025318398,1.1380871787672733,3.1295604855974952,1.319084183613808,1.6345479521067674,1.3645593560288818,1.038380782845733,1e-08,0.6156021393076655,0.9843104986930358,797
1453,-2.05,1.62,-31.2,0.04,0.99026,5.26,0.39,4.7,1,2.29,R,Desc,Reg 3,0,0.5638638153799281,0.5358744713413821,1e-08,97.24725767029285,3.961854673972868,9.363347962210915,1.3131813241421046,6.168748072571984,1.303723286408622,1.149722663874856,0.9649150833430776,0.7680109649424475,1e-08,1.179724912134472,0.6169555028593278,351
1454,0.2,0.27,23.8,-0.464,0.9941,3.46,0.44,5.5,3,2.85,M,*,Reg 1,0,0.8685076610484528,0.23642574468961364,8.613207380731344,19.861503278456823,13.206796766267175,2.1273312891559875,1.3295624615870671,3.460561113881845,1.3096954008644306,1.2437214336333453,1.6712221139600012,1.579433897225543,1e-08,1.3142568912336055,-0.2022981377050324,659
1455,0.99,0.4,41.4,0.295,0.99174,4.37,-1.13,11.1,3,1.16,M,**,Reg 2,0,0.9967044346731709,0.5313037989919822,15.723142257793224,23.144275190703553,17.30636238839081,14.978462019346592,1.3195672766613298,4.829700076330749,1.0612913894062974,1.7668357617615182,1.6712221139600012,0.01183389383692644,1e-08,1.3602801639805566,0.6083828416718174,372
1456,-0.92,0.58,5.0,0.073,0.9984,3.18,0.82,8.7,2,3.43,B,****,Reg 3,1,0.8743473175669009,0.2773834593436755,2.172631581297351,28.603924131622485,9.438890440334218,10.016046338778017,1.347215011933856,3.0392875869744906,1.352617485654887,1.5642142459026955,1.3645593560288818,2.7249218316744117,3.670765282407223,1.3164605241016145,-0.04227030985478094,646
1457,1.63,0.26,37.2,-0.055,0.97315,3.3,0.46,7.1,2,5.5,M,*,Reg 3,0,0.6339896402935244,0.26796955648638876,23.040081147047452,19.629173032280775,16.27779255242343,7.607135390563903,1.2315052963332325,3.2198333842204994,1.3120615369921187,1.4130833683056216,1.3645593560288818,9.344204273963266,1e-08,1.214807950967668,-0.07685075867404903,272
1458,0.24,0.43,5.4,-0.315,0.99045,3.15,0.38,18.5,2,1.56,R,***,Reg 1,0,0.6130975439772054,0.2599580225749787,8.922166332698326,23.97584505795192,9.512485347861228,3.7325215255903528,1.3140063640462765,2.9941511376629877,1.3025189635565728,2.2809605465824423,1.3645593560288818,0.14477489052371956,1e-08,1.2046739223927645,-0.1072520554812839,480
1459,0.24,0.34,51.4,0.254,0.98056,3.29,0.59,8.8,2,5.61,M,***,Reg 1,0,0.8699461996504975,0.912347245792583,8.922166332698326,21.566660754236345,19.882160243838197,13.987057279613893,1.2688238347036342,3.204787901116666,1.3271380135611126,1.5731779324559492,1.3645593560288818,9.8066001791213,1e-08,1.3148007623737767,1.1493978723001672,444
1460,0.58,0.08,58.8,0.048,0.9759,3.38,2.16,10.0,3,2.04,B,**,Reg 3,0,0.2791708592051366,0.9725931502842255,11.768120003965773,15.882540463138678,21.903247895386208,9.519558667679771,1.2457483014711042,3.3401972490511724,1.4782950363067957,1.6770092450978342,1.6712221139600012,0.49920451364031343,1e-08,0.9895909538541032,1.2133714121948722,491
1461,0.15,0.24,54.7,-0.464,0.9951,3.59,0.31,0.8,3,3.16,M,**,Reg 1,0,0.17638447762065446,0.7994761766617742,8.234664353372976,19.172633809843806,20.77137226864988,2.1273312891559875,1.3337305486815805,3.6561523942316883,1.2939936688431335,0.4744268127451152,1.6712221139600012,2.1530572643348487,1e-08,0.8822759538782564,1.0172693090925204,477
1462,0.16,0.48,-15.6,0.047,0.9933,3.39,0.54,11.0,2,4.05,M,***,Reg 3,0,0.2788707323332701,0.8012724371030688,8.309692455502395,25.42871931587405,6.035113415511218,9.499961657356096,1.3261995416470844,3.355242732155007,1.3214003307741782,1.75885929197249,1.3645593560288818,4.292699459008674,1e-08,0.989324882730111,1.0195147566396934,576
1463,0.24,2.9,1.8,0.273,1.04665,3.9,0.24,10.2,4,1.0,MB,****,Reg 2,0,0.23355698344552078,0.8316549690234489,8.922166332698326,438.5022434469692,8.860419842650893,14.442268608003983,1.509631420632892,4.122562370450545,1.2852964604504105,1.6936957248297226,1.9297524380738358,1e-08,1e-08,0.9464262942993504,1.0567504422421259,1153
1464,-0.9,0.09,-3.8,0.046,1.01245,4.98,0.51,9.4,3,1.38,R,***,Reg 2,0,0.987903431111517,0.6394831266959163,2.250214179606122,16.07052568949711,7.892108908650675,9.480384839072437,1.400521763455317,5.74747454566463,1.3179215200280583,1.6259226327396366,1.6712221139600012,0.06667952697474616,1e-08,1.3572673308645935,0.7938421000823952,560
1465,0.72,0.18,13.0,0.033,1.02552,3.37,1.31,11.3,4,1.0,R,****,Reg 1,0,0.4768154661285452,0.5491160782783514,13.054307841868711,17.865743719993063,10.965089865352713,9.22772367702669,1.445169559045723,3.3251517659473384,1.402551457304574,1.7826816342808598,1.9297524380738358,1e-08,1e-08,1.1312926274151962,0.6413842185585341,537
1466,0.04,0.52,0.9,0.421,1.03751,3.27,0.37,15.7,3,1.15,B,**,Reg 2,1,0.3969686739220757,0.39670004086649036,7.431811840243747,26.654156282863656,8.701020574269977,18.23765850181478,1.4827752510895134,3.1746969349089973,1.3013112908186604,2.1012729981574174,1.6712221139600012,0.010402158103182315,3.670765282407223,1.0806291194454345,0.31596245507967924,640
1467,0.14,0.3,1.3,-0.182,0.99268,2.64,0.56,9.8,3,1.61,M,*,Reg 3,2,0.8057569467346721,0.11914094557305377,8.159976502914683,20.57512370979586,8.771686070936969,5.544003667149361,1.3235755713782833,2.226831499367449,1.3237043623705567,1.6601550554031799,1.6712221139600012,0.17177428501861217,14.6822947699758,1.28984615607654,-0.8893678030844546,584
1468,0.27,0.46,17.55,0.052,1.03123,3.0,0.52,8.9,3,1.0,B,**,Reg 2,1,0.94333426357123,0.44863212813246056,9.157458189220398,24.837293088954297,11.884114777244797,9.598148629374668,1.463440345127092,2.7684688911054764,1.319084183613808,1.5820908340698427,1.6712221139600012,1e-08,3.670765282407223,1.3416931458546328,0.4391071905120698,797
1469,0.61,-0.94,7.7,0.096,1.02389,3.56,0.72,9.2,2,1.0,B,**,Reg 2,0,0.42647721075550404,0.8272358337856908,12.038117530942804,4.782868609676004,9.941202298288076,10.483961002279198,1.4398245800256233,3.6110159449201866,1.341717511248741,1.6085332472448677,1.3645593560288818,1e-08,1e-08,1.1001742294590673,1.0514199276150697,696
1470,0.85,0.48,57.2,-0.083,0.9951,2.66,0.38,9.3,2,3.25,M,*,Reg 1,0,0.7636900736702308,0.6834727823433598,14.308339288204245,25.42871931587405,21.4579678814647,7.124285536044774,1.3337305486815805,2.256922465575117,1.3025189635565728,1.6172513124352552,1.3645593560288818,2.336203912446858,1e-08,1.2726712208705038,0.8604107390025444,262
1471,0.31,1.81,1.4,0.035,0.98836,3.0,0.4,11.3,2,1.22,M,*,Reg 3,0,0.08315770637924325,0.39796300018929864,9.47594418797894,121.61006178590664,8.789397100757071,9.266372512593511,1.304844083782247,2.7684688911054764,1.3049242809763575,1.7826816342808598,1.3645593560288818,0.0223622386224127,1e-08,0.7310860516295653,0.31914440410631295,335
1472,-1.05,0.46,63.4,0.285,1.00113,3.73,0.7,9.6,4,1.01,R,***,Reg 2,0,0.5134264921035882,0.6576407020310252,1.7015192302252309,24.837293088954297,23.208899520083627,14.733526219062414,1.3580720233716388,3.8667891576853664,1.3395053421307193,1.6431279949589634,1.9297524380738358,4.75097458716732e-05,1e-08,1.1524095776411398,0.8218586358881336,526
1473,0.17,0.44,14.1,0.053,1.01715,4.16,0.75,8.8,4,1.03,B,****,Reg 1,0,0.23166062213950311,0.2724053151342487,8.38506080930294,24.259622371210728,11.183882348094203,9.61784659989844,1.4170659435914872,4.5137449311502325,1.3450153884681553,1.5731779324559492,1.9297524380738358,0.00041935643518951736,1e-08,0.9444993368235783,-0.06040764574063914,1327
1474,0.26,2.9,38.8,-0.029,0.9976,3.03,2.01,10.2,4,1.03,MM,Desc,Reg 2,0,0.32847819757090524,0.4667435641136928,9.078687318708582,438.5022434469692,16.66591333005196,8.069670781853963,1.3439831931254627,2.8136053404169785,1.4657627075103186,1.6936957248297226,1.9297524380738358,0.00041935643518951736,1e-08,1.0306578970467044,0.478720084368405,549
1475,0.81,0.3,1.4,0.042,0.9954,3.15,0.46,9.1,5,4.73,M,*,Reg 3,0,0.9366245336919112,0.5424162933107598,13.916358928482257,20.57512370979586,8.789397100757071,9.40227948633801,1.33497338709807,2.9941511376629877,1.3120615369921187,1.5997676729483825,2.1575230219663686,6.420085706317836,1e-08,1.339300976360212,0.6290987421095315,359
1476,0.21,0.31,26.7,0.039,0.95053,4.72,0.66,10.6,2,2.0,M,Desc,Reg 1,2,0.7983793550142384,0.20067839115895247,8.689936741216398,20.81865019706756,13.84421996440847,9.343912488207392,1.0896063736143544,5.356291984964942,1.3350478309844838,1.7265849555212232,1.3645593560288818,0.46154786058507874,14.6822947699758,1.2868834926111354,-0.3665438557311317,709
1477,0.23,1.83,-70.75,-0.45,0.97801,3.33,0.54,10.2,2,3.86,R,**,Reg 1,1,0.24258565492805995,0.04354863360615513,8.84441621719989,124.50584353393879,0.653654751799275,2.2590730550293268,1.2563543589099813,3.264969833532002,1.3214003307741782,1.6936957248297226,1.3645593560288818,3.7745541163687695,3.670765282407223,0.9554429802848668,-1.9019185500190774,454
1478,2.65,1.76,-22.9,0.281,1.01267,3.08,0.39,10.5,4,2.0,R,*,Reg 1,0,0.44084218003049547,0.7658706281792602,37.58202314955825,114.66184995980937,5.010820924698125,14.636117276069294,1.401309337668493,2.8888327559361495,1.303723286408622,1.7184216620349,1.9297524380738358,0.46154786058507874,1e-08,1.1093236029697353,0.9743029148640042,501
1479,-0.41,0.33,57.5,0.03,0.9765,3.18,2.04,13.8,1,1.36,R,****,Reg 2,0,0.31198789409315875,0.9489165727001974,4.576132301244299,21.31438440173779,21.541109569978822,9.169901863976602,1.2487918051305202,3.0392875869744906,1.4682949329611743,1.9700301549058021,0.9649150833430776,0.05984791234202356,1e-08,1.0174718972689607,1.1887157272889213,539
1480,0.29,1.24,13.2,0.046,1.01327,2.55,0.37,9.7,4,1.07,M,*,Reg 2,0,0.3093015329291684,0.7666733827728814,9.316020685257413,62.18606429235193,11.004709556408182,9.480384839072437,1.403450544564575,2.0914221514329414,1.3013112908186604,1.651663466902171,1.9297524380738358,0.0022704386041231756,1e-08,1.015274598704154,0.9753510964613528,589
1481,0.28,0.26,-14.3,-0.554,0.97957,3.32,1.93,13.0,2,1.79,R,*,Reg 1,0,0.7987151663664723,0.08488282013167192,9.236569311403342,19.629173032280775,6.227506671389783,1.3749186844046069,1.2640265030101374,3.2499243504281674,1.4589451704888936,1.9120768840678688,1.3645593560288818,0.2880745618328654,1e-08,1.2870187914436106,-1.229823344904209,503
1482,0.25,1.28,1.4,0.405,0.9935,3.11,1.38,9.5,2,4.05,R,Desc,Reg 2,0,0.03878261869266386,0.5000728028587357,9.00025669986789,65.18287671805156,8.789397100757071,17.80602328660161,1.3270426705048342,2.9339692052476516,1.4092645436483116,1.6345479521067674,1.3645593560288818,4.292699459008674,1e-08,0.6041708615120839,0.5477534436126915,465
1483,-0.58,-0.54,-24.6,0.043,0.99206,3.21,1.65,8.7,4,1.63,B,***,Reg 3,1,0.843002245214309,0.018100892073997232,3.67663266163959,7.657605134545402,4.78595168690082,9.421775536461586,1.3209359016799966,3.0844240362859927,1.4342984659285447,1.5642142459026955,1.9297524380738358,0.18322001961090953,3.670765282407223,1.304499904366021,-2.7935355736711687,525
1484,-0.62,1.53,29.9,0.083,1.0431,2.54,-0.17,9.4,3,1.8,R,*,Reg 3,0,0.7806834522352121,0.8467369037285815,3.47927625780229,87.47548252775417,14.56501706046133,10.218175014220739,1.4993713526968924,2.076376668329108,1.2304208841415685,1.6259226327396366,1.6712221139600012,0.2954123711148653,1e-08,1.2796926180282713,1.0747317579813362,483
1485,0.51,0.36,-8.2,0.552,0.9975,2.15,0.76,11.0,3,1.33,R,**,Reg 2,0,0.3176576265361971,0.18887051560981427,11.150034582842142,22.080206604480747,7.170590149744788,21.966090883700904,1.3435775727062473,1.489602827279577,1.3461093091289758,1.75885929197249,1.6712221139600012,0.05029260838687582,1e-08,1.0220632601430923,-0.42731608588381176,648
1486,1.385,0.26,-31.3,0.21,0.99094,3.68,1.17,10.6,1,1.7,M,**,Reg 3,0,0.21722061489285172,0.09561443459735286,20.074426201138206,19.629173032280775,3.949966741350113,12.960869844493413,1.3161269564661084,3.791561742166196,1.3888284896658127,1.7265849555212232,0.9649150833430776,0.22618698625848305,1e-08,0.9294242964678168,-1.1102167275907018,327
1487,0.68,-2.27,-40.4,0.027,0.99228,2.45,1.51,12.5,2,6.98,M,***,Reg 2,0,0.1945563793184304,0.24522491902284138,12.68002056904533,1.0001000050001667,2.9429362986552574,9.112261779286689,1.321874369455843,1.9409673203946005,1.421483079559489,1.8749466686227396,1.3645593560288818,16.501089960911102,1e-08,0.9041706961535244,-0.16569303051504394,569
1488,0.44,0.44,-12.6,0.048,0.99955,1.77,0.54,11.6,2,1.0,R,***,Reg 3,0,0.5947842389343145,0.1917364667145317,10.548621493603738,24.259622371210728,6.483652728796156,9.519558667679771,1.3518203925468897,0.9178744693338812,1.3214003307741782,1.8061898043800892,1.3645593560288818,1e-08,1e-08,1.1955754975605533,-0.4122227948435716,925
1489,-0.995,-1.12,-60.35,0.537,0.989,2.34,0.57,12.8,2,1.0,R,****,Reg 3,1,0.14518555213586926,0.7235463840426736,1.8938183034233624,3.8699594780752946,1.2528171579896359,21.521604070499983,1.3076702526982802,1.775467006252425,1.324851880833038,1.8973119960680735,1.3645593560288818,1e-08,3.670765282407223,0.8403706514527903,0.9174224060772628,602
1490,-0.01,0.28,2.2,0.042,0.99166,2.45,-2.1,17.8,3,1.66,R,**,Reg 2,0,0.34981302753319665,0.795270167144986,7.080488946575546,20.096583377782547,8.931728380726184,9.40227948633801,1.3192244541491476,1.9409673203946005,0.6959712476193799,2.237391967111624,1.6712221139600012,0.20108073949329203,1e-08,1.0470002610080154,1.0119917019632148,408
1491,1.91,0.06,-18.2,0.613,1.01996,3.32,0.64,13.8,1,1.08,R,**,Reg 1,2,0.6807725533040343,0.20958758860257432,26.679486063507863,15.513141168454158,5.659383070254259,23.820475739483296,1.4266869494320422,3.2499243504281674,1.3328022289237809,1.9700301549058021,0.9649150833430776,0.0029639151443353285,14.6822947699758,1.2366236126266927,-0.3230170997988632,351
1492,-0.58,0.26,5.6,0.044,0.9949,3.6,0.47,10.6,2,2.97,B,*,Reg 1,0,0.5214140287903494,0.421477876622704,3.67663266163959,19.629173032280775,9.549389975192781,9.441291778625185,1.3329000554963921,3.671197877335523,1.3132398204639042,1.7265849555212232,1.3645593560288818,1.7909614587277665,1e-08,1.15686571902844,0.3766112373382417,547
1493,0.08,0.46,-33.5,0.226,0.9941,4.19,0.49,10.6,4,1.11,R,*,Reg 2,1,0.6736740018677785,0.02185043330857006,7.718994685258597,24.837293088954297,3.6929513757689385,13.329505894845571,1.3295624615870671,4.558881380461735,1.3155869179148063,1.7265849555212232,1.9297524380738358,0.005598039160120765,3.670765282407223,1.2333873243378104,-2.6012334371397503,505
1494,0.49,0.4,-59.5,0.027,0.94855,3.12,-0.58,11.3,4,1.76,B,*,Reg 3,0,0.9377228931456143,0.15466268673266192,10.976501013275533,23.144275190703553,1.3103275560456658,9.112261779286689,1.0742187538609727,2.949014688351486,1.1670313083393946,1.7826816342808598,1.9297524380738358,0.2666148283820144,1e-08,1.3396934440403652,-0.6276212730646327,797
1495,1.28,0.32,7.4,0.552,1.00893,3.19,0.5,11.7,2,2.29,MB,***,Reg 3,0,0.6802189372235008,0.013730368078268884,18.865952468889553,21.065059055830158,9.88474682821824,21.966090883700904,1.3877359163459184,3.054333070078324,1.3167557711853985,1.813958160908906,1.3645593560288818,0.7680109649424475,1e-08,1.2363721268487422,-3.0774291711975352,1001
1496,0.33,0.2,-26.5,0.364,1.01359,3.41,0.26,4.6,2,1.02,B,Desc,Reg 1,1,0.5201204520350222,0.8292304928360842,9.63722869738497,18.291163243835214,4.540736138035586,16.72355244638072,1.4045885259685604,3.385333698362675,1.2877993924617874,1.137426746540655,1.3645593560288818,0.00018729189093484868,3.670765282407223,1.156147540136518,1.0538294735405855,944
1497,0.17,0.3,22.7,0.56,0.99095,3.02,-1.26,10.4,2,1.18,B,****,Reg 1,1,0.141693188002474,0.051810299968972684,8.38506080930294,20.57512370979586,12.968945250674238,22.205008185089852,1.316170127255387,2.7985598573131445,1.0310397669473208,1.7102194036056753,1.3645593560288818,0.014974212501989204,3.670765282407223,0.8352709241128735,-1.7266658022028147,601
1498,1.3,0.28,1.2,0.05,1.02732,2.74,0.69,11.1,2,1.45,R,****,Reg 1,0,0.463972217800823,0.47015698654849203,19.093245802494238,20.096583377782547,8.753992903378208,9.55881326444718,1.4510038990150804,2.37728633040579,1.3383951350573489,1.7668357617615182,1.3645593560288818,0.09349707376380757,1e-08,1.1235965566408308,0.48601324260428624,850
1499,0.2,2.76,6.4,0.655,1.02486,2.37,0.82,16.3,4,1.47,R,****,Reg 1,1,0.0431347433556728,0.3061722770223225,8.613207380731344,371.90347680973167,9.697722974972654,25.14094069487939,1.443012486763023,1.8206034555639277,1.352617485654887,2.1410473636223184,1.9297524380738358,0.10198977158197718,3.670765282407223,0.6204486687306968,0.05661845822960407,563
1500,0.42,0.46,8.4,0.067,0.99495,3.18,-0.69,9.7,2,2.11,M,**,Reg 2,1,0.9797392836858448,0.5376928706832537,10.37985144743291,24.837293088954297,10.07355690759798,9.895738351433323,1.3331078243351,3.0392875869744906,1.1481337704844892,1.651663466902171,1.3645593560288818,0.5686565288558465,3.670765282407223,1.3544544598321602,0.6203457257352654,346
1501,0.2,-2.27,1.9,0.015,1.00033,3.37,2.23,12.1,1,2.59,M,**,Reg 1,0,0.6071902003683081,0.9991233406298989,8.613207380731344,1.0001000050001667,8.878220183777703,8.883518724128798,1.3549174562862536,3.3251517659473384,1.4840359764098685,1.844704477647779,0.9649150833430776,1.1667116858379931,1e-08,1.201761571056069,1.2402951935774362,399
1502,1.93,1.25,11.2,0.173,0.95328,3.06,-0.39,8.9,4,1.14,M,*,Reg 2,0,0.3768626828480871,0.03555197696994383,26.94965110767456,62.922096503286234,10.611727852894962,12.128197273293223,1.109952578469218,2.858741789728481,1.197661106095527,1.5820908340698427,1.9297524380738358,0.009062704768629666,1e-08,1.0666783129469337,-2.1069804020596816,507
1503,0.38,0.49,-53.7,0.038,0.9906,3.18,0.32,12.9,3,1.24,M,Desc,Reg 1,0,0.2769345613245635,0.7709455259175478,10.046394375144779,25.729692801047534,1.737198819660471,9.324497206243894,1.3146566153068946,3.0392875869744906,1.295221907132368,1.90470874689682,1.6712221139600012,0.0266099460777734,1e-08,0.9876032298469393,0.9809109591897985,355
1504,-1.55,0.47,2.2,0.689,1.00708,3.49,0.5,9.1,2,3.51,R,*,Reg 2,0,0.4909938848157135,0.18414924415333844,0.42544503120376437,25.131266472764896,8.931728380726184,26.23597663161957,1.3808718820908439,3.505697563193348,1.3167557711853985,1.5997676729483825,1.3645593560288818,2.9072827208470167,1e-08,1.1396102863937823,-0.4526880171565769,465
1505,0.63,0.24,14.0,0.074,0.94832,3.44,0.53,9.8,2,3.81,R,**,Reg 2,0,0.4021893995868917,0.7946028914467733,12.219817140616463,19.172633809843806,11.163902811083723,10.0361683421422,1.072387852987944,3.430470147674177,1.320243780928285,1.6601550554031799,1.3645593560288818,3.6437370227834434,1e-08,1.0841646530307787,1.0111518533778956,684
1506,0.37,1.54,1.4,0.833,1.00954,4.1,1.6,18.8,3,1.22,R,*,Reg 3,0,0.9423053961374941,0.4525143435350165,9.96388073625056,88.51083946085673,8.789397100757071,31.132557077998054,1.3899770211384384,4.423472032527227,1.4297610335175022,2.2993800937013398,1.6712221139600012,0.0223622386224127,1e-08,1.341327161621677,0.44773140341083956,413
1507,-0.64,1.57,-59.9,0.086,0.94115,4.75,0.44,9.6,2,3.17,R,***,Reg 1,0,0.4364617513320799,0.5398608396561322,3.3826395659104027,91.691018853559,1.2831030789613425,10.279207361633933,1.0099149851644575,5.401428434276445,1.3096954008644306,1.6431279949589634,1.3645593560288818,2.173037762306083,1e-08,1.1065576081894941,0.6243727229810521,346
1508,1.06,1.72,0.8,0.488,1.03983,3.19,0.91,8.2,2,2.0,M,**,Reg 1,0,0.6198267795960966,0.32660206476100007,16.45555224041555,109.39021921850916,8.683398855756582,20.101274932794304,1.4897304923095092,3.054333070078324,1.3622070560977269,1.518602385971311,1.3645593560288818,0.46154786058507874,1e-08,1.207965940923155,0.12129841723907908,599
1509,-1.17,0.53,50.5,0.037,0.93933,2.5,0.4,5.1,3,1.25,M,Desc,Reg 2,0,0.042760540681801684,0.9632640159310157,1.3176840414431052,26.96963399965941,19.643023840828565,9.305102116320414,0.9920559403376413,2.016194735913771,1.3049242809763575,1.1976446067816777,1.6712221139600012,0.028872223404241032,1e-08,0.6190987994130239,1.2037289324636047,318
1510,1.15,2.9,25.5,0.051,0.99455,2.96,0.39,9.0,2,5.54,M,****,Reg 2,0,0.38463945470449357,0.35895866999374393,17.42172033839398,438.5022434469692,13.578636690382819,9.578470850890916,1.3314429459325603,2.70828695869014,1.303723286408622,1.5909538042725335,1.3645593560288818,9.511056285886596,1e-08,1.072139037546786,0.21587852152899814,680
1511,0.27,0.16,9.0,0.053,1.03592,2.16,0.31,13.2,1,1.89,R,**,Reg 1,0,0.7515534595322616,0.30804092921645787,9.157458189220398,17.45021868830832,10.187700343770219,9.61784659989844,1.477951379502992,1.5046483103834114,1.2939936688431335,1.9267286292442851,0.9649150833430776,0.36560536261648213,1e-08,1.2675844949978037,0.06271146107707173,772
1512,0.22,0.65,1.6,0.349,1.02951,3.29,2.34,11.6,2,2.27,R,***,Reg 1,0,0.7448085936362904,0.8962444677147618,8.76700635337258,31.059639310169434,8.824872747181299,16.33600718603494,1.458008759024319,3.204787901116666,1.4929250546035615,1.8061898043800892,1.3645593560288818,0.7443839536568723,1e-08,1.2647308875429322,1.1315821975341231,631
1513,-1.24,-0.76,11.8,0.192,1.0004,3.39,0.82,8.9,4,3.58,B,**,Reg 2,0,0.34300463464976627,0.09125555902423832,1.1164069174501483,5.911129629915722,10.728872148972583,12.55233305209322,1.3551943614804092,3.355242732155007,1.352617485654887,1.5820908340698427,1.9297524380738358,3.0716933248306004,1e-08,1.04186829831325,-1.1570860864126686,843
1514,0.21,0.49,15.4,0.046,0.96798,3.18,-0.24,9.5,6,2.74,B,**,Reg 3,0,0.5001214191386786,0.1822421243769039,8.689936741216398,25.729692801047534,11.445241795012523,9.480384839072437,1.203306484607262,3.0392875869744906,1.2202816259580784,1.6345479521067674,2.363443823825282,1.397207356012897,1e-08,1.1448700201297863,-0.46312217486228197,545
1515,1.55,1.36,1.1,0.048,1.03016,3.19,2.24,9.2,1,6.49,M,Desc,Reg 2,1,0.4249733005110987,0.4555951416549423,22.049247411558206,71.61672001421489,8.73631759808079,9.519558667679771,1.4600685230484733,3.054333070078324,1.4848506928328062,1.6085332472448677,0.9649150833430776,13.907749551263718,3.670765282407223,1.0992030545134692,0.4545227539211347,257
1516,0.34,0.33,-51.9,0.036,0.9966,2.37,0.4,10.2,4,1.62,R,Desc,Reg 3,0,0.46493766004280734,0.6103732106029001,9.71838132959468,21.31438440173779,1.8818938951261404,9.285727218436952,1.3399103485156791,1.8206034555639277,1.3049242809763575,1.6936957248297226,1.9297524380738358,0.17745101111516515,1e-08,1.1241805949743904,0.7472213026175717,371
1517,0.21,0.28,42.8,0.07,0.9966,4.42,0.86,9.4,2,6.43,R,**,Reg 2,0,0.6204586548536336,0.5868930301593409,8.689936741216398,20.096583377782547,17.656221006825824,9.955801480925581,1.3399103485156791,4.904927491849919,1.3569046305894932,1.6259226327396366,1.3645593560288818,13.605424260234717,1e-08,1.2082736825033564,0.7079659033426042,431
1518,0.27,1.15,-49.7,-0.188,0.98952,3.16,0.69,12.3,1,1.12,M,Desc,Reg 2,0,0.3692197309998143,0.8114138786071518,9.157458189220398,55.93737150839127,2.0666028267966876,5.454589501034586,1.3099530967383224,3.009196620766822,1.3383951350573489,1.8598870422734382,0.9649150833430776,0.006660645297098938,1e-08,1.0612285795938274,1.0320985159620866,574
1519,0.225,0.4,4.2,-0.923,0.989,3.57,0.36,9.6,0,1.28,B,****,Reg 1,1,0.6247363086171869,0.9588615648242339,8.805668753827346,23.144275190703553,9.292558013824598,1e-08,1.3076702526982802,3.62606142802402,1.3001002463722,1.6431279949589634,0.01,0.03621274977879284,3.670765282407223,1.2103508656115614,1.1991461186428918,1399
1520,-0.87,0.28,53.0,-0.277,0.99405,2.26,-0.09,21.2,2,5.9,B,*,Reg 2,0,0.2030157314408363,0.6152086527081493,2.369139964602732,20.096583377782547,20.310864079234747,4.2136412195147726,1.329353025701479,1.655103141421752,1.241709845694323,2.44173938356747,1.3645593560288818,11.079167720614453,1e-08,0.913842523678901,0.755117573856393,733
1521,0.3,0.44,-51.7,0.043,0.99452,1.94,0.33,18.4,4,1.12,R,***,Reg 3,0,0.8081028201218543,0.9375931989985048,9.395812310782611,24.259622371210728,1.898328370960268,9.421775536461586,1.3313178280174933,1.173647682099061,1.2964466611721936,2.2747875538133746,1.9297524380738358,0.006660645297098938,1e-08,1.290783938483017,1.1767056933240796,692
1522,0.3,0.3,5.2,0.053,1.02228,3.12,0.45,8.6,3,2.45,M,*,Reg 2,0,0.5635671651352769,0.052594015563429464,9.395812310782611,20.57512370979586,9.47565216957504,9.61784659989844,1.4344860959602634,2.949014688351486,1.310880070504281,1.5551988962841705,1.6712221139600012,0.9703157207106243,1e-08,1.1795697188182834,-1.7115314052176038,343
