,Acidez,AcidoCitrico,Azucar,CloruroSodico,Densidad,pH,Sulfatos,Alcohol,CalifProductor,PrecioBotella,Etiqueta,Clasificacion,Region,prop_missings,aleatorio,aleatorio2,Acidez_ident,AcidoCitrico_raiz4,Azucar_ident,CloruroSodico_raiz4,Densidad_cuarta,pH_ident,Sulfatos_sqr,Alcohol_sqr,CalifProductor_ident,PrecioBotella_raiz4,aleatorio_log,aleatorio2_exp,Compra
942,-0.31,0.22,44.3,0.056,0.9935,2.88,0.42,13.2,2,1.05,B,*,Reg 1,0.0,0.5948384736975082,0.6845664496627063,2.260413332992748,1.3112618444695807,4.233586347421697,1.3265928300532608,88.57517283693684,2.589689700736038,8.789874101016208,14.095328005277553,1.5264202419989747,0.42927457241576644,0.7206241563019095,10.498297207812527,1
943,0.33,1.36,16.05,0.045,0.99017,3.08,0.52,9.2,2,2.46,R,*,Reg 2,0.0,0.22431707118230382,0.8101947792436194,3.0917929497257126,1.4408377890705881,3.3919537695563706,1.3228507622740227,74.52085774095805,2.8908047822169727,9.443156288320674,6.847200382938067,1.5264202419989747,0.997175631121946,-0.2552489508529691,16.163697303300722,1
944,-0.52,0.95,0.9,0.025,0.95794,2.53,-1.23,13.1,1,1.04,B,***,Reg 2,0.0,0.3109825907107129,0.2519662484578473,1.9876168962522436,1.3983076147794886,2.9406003693914253,1.3159644939190442,8.021439126123859,2.0627383081444024,1.391165735414356,13.882577035307072,0.7632601209994871,0.40605752594820366,0.0717155028470601,2.3753803473251667,1
945,-2.05,0.2,47.0,0.486,0.98456,3.38,-0.08,9.4,3,3.43,R,*,Reg 2,0.0,0.5998584542256629,0.21676253993174743,0.0001,1.308620909904141,4.314025567253073,1.4530101603045649,54.70714417149152,3.3424774044383745,5.874678512537704,7.148129040072693,2.2895803629984623,1.1326106154634887,0.7290312386547398,2.1048134177945843,1
946,0.18,0.85,1.5,0.038,0.9924,3.34,0.58,10.7,1,5.18,M,Desc,Reg 3,7.142857142857142,0.8321766604576757,0.2147582055950742,2.896938352053924,1.3873227059088857,2.9584757515761755,1.3204528106508666,83.73030036500236,3.2822543881421873,9.846364491840758,9.26190420850773,0.7632601209994871,1.2970907657574866,1.0564901227643229,2.090371068904203,1
947,0.16,-1.09,-9.6,0.132,1.03364,3.47,0.43,5.0,3,2.6,R,***,Reg 2,0.0,0.8541118501107408,0.6532741776969363,2.870957739031019,1.0879631011126685,2.6277811811582947,1.351620702380253,459.9631376536049,3.4779791911047955,8.854148673702522,2.0225779767870105,2.2895803629984623,1.0202637997349249,1.0825146808663404,9.428328051922367,1
948,-0.79,0.68,-27.9,0.114,0.997,4.59,3.38,13.4,7,2.67,M,Desc,Reg 3,0.0,0.6165462861511393,0.19228441278920916,1.636878620443024,1.3680265268685208,2.082582024523411,1.3458184127058344,105.39796040349717,5.164223647398028,38.037855679894506,14.525683449743441,5.342220846996412,1.031243394427152,0.7564813767385732,1.9350637706118012,0
949,1.05,0.66,3.1,0.109,1.02065,3.15,0.38,10.4,8,2.65,B,****,Reg 2,0.0,0.7366214463235633,0.31848506330869797,4.027095018550297,1.3657019859847563,3.0061434374021765,1.3441932710941857,289.57829064826143,2.9961950607352996,8.535117245924571,8.749842416244265,6.105380967995899,1.028142150896412,0.9344833679469347,2.9851829940919004,1
950,1.88,-0.12,2.4,0.082,1.00577,3.37,0.62,9.5,4,2.03,MB,**,Reg 3,0.0,0.15012863406145915,0.168638118398733,5.1052904590008605,1.2640078850044278,2.985288824853301,1.3353139850595213,158.04835898669103,3.327421650364328,10.119852832161396,7.301020120902466,3.0527404839979497,0.9138971713181608,-0.657328024502538,1.7840948976776068,1
951,0.26,-0.9,2.0,0.075,1.00022,4.43,0.62,13.5,3,4.22,R,*,Reg 1,0.0,0.4271637807418359,0.11686653048033335,3.0008608041455447,1.1293348533967282,2.9733719033968007,1.3329827869634894,122.89251827940659,4.92333158221328,10.119852832161396,14.743287924238844,2.2895803629984623,1.2151822257347693,0.3893488153719056,1.4934173071084946,0
952,0.56,-0.56,0.8,0.221,1.03746,4.26,0.59,9.2,3,1.31,M,*,Reg 3,7.142857142857142,0.6707806751446945,0.8498320163209502,3.390569999489122,1.1936865217537467,2.9376211390273004,1.37926581769782,521.9768963242044,4.667383762954486,9.914385361572872,6.847200382938067,2.2895803629984623,0.6769624724686746,0.8408205900630571,18.52143097692488,0
953,0.61,0.1,63.1,-0.038,0.9906,3.36,0.51,11.2,1,2.49,M,*,Reg 1,0.0,0.9231596142776375,0.4156332142044764,3.4555215320463843,1.2951702490836459,4.793681655877206,1.2935349362199247,76.23442469929317,3.312365896290281,9.376774423546097,10.147697225779655,0.7632601209994871,1.0022585938311905,1.1602749654677817,4.167771679233576,1
954,0.18,1.52,1.25,0.031,0.96139,3.94,0.49,4.4,2,1.54,M,Desc,Reg 3,7.142857142857142,0.7142390474729833,0.3001644942829058,2.896938352053924,1.4564585526454474,2.951027675665863,1.3180417233001798,10.906528342727626,4.1855996325849905,9.244713124693028,1.566314421675988,1.5264202419989747,0.7776793897056732,0.9036170970589632,2.803102302490601,0
955,0.76,1.28,2.2,0.095,1.01202,3.91,0.57,11.7,2,3.44,MB,*,Reg 3,0.0,0.7777844387057874,0.968690995959787,3.650376129718173,1.4328330122825614,2.979330364125051,1.3396112403628313,206.12499629313524,4.140432370362851,9.778577765674003,11.073936114092602,1.5264202419989747,1.1337739882292595,0.9888753131788554,27.861041970035608,0
956,0.26,0.27,1.9,0.048,0.9938,3.89,-0.81,10.0,2,4.1,M,***,Reg 1,0.0,0.6061398083898016,0.9778832332897551,3.0008608041455447,1.3177952695356312,2.9703926730326757,1.323874475884677,89.93223091220021,4.110320862214757,2.6696804900542643,8.089743047675947,1.5264202419989747,1.2036994354188175,0.7394521909605805,28.75484490552948,1
957,0.53,0.35,15.3,0.507,0.9998,3.27,1.52,9.6,3,2.03,B,**,Reg 3,7.142857142857142,0.19815646028577916,0.6072667178111358,3.351599079954764,1.3280509229084267,3.3696095418254326,1.4583940253749288,120.49531580166433,3.1768641096238603,17.26376777085937,7.45552903657388,2.2895803629984623,0.9138971713181608,-0.37938907142693934,8.050025872112592,1
958,1.34,-1.25,61.8,0.041,0.99346,2.72,0.47,10.0,2,3.58,B,****,Reg 1,7.142857142857142,0.052698391300231795,0.9982719115119097,4.403813907382422,1.0490469440275976,4.754951661143581,1.3214821029178094,88.39539912793585,2.3487976355512905,9.113588400101408,8.089743047675947,1.5264202419989747,1.1496975404021563,-1.707097037143483,30.840996495419077,1
959,1.12,0.34,2.8,0.042,0.99179,3.82,0.47,9.8,2,1.04,M,*,Reg 3,0.0,0.10149599488279104,0.973687262978934,4.118027164130465,1.3267819217758923,2.997205746309801,1.3218246664688171,81.1308267932526,4.00493058369643,9.113588400101408,7.769400372441635,1.5264202419989747,0.40605752594820366,-1.0495419869360176,28.34334894555856,1
960,-0.96,0.07,1.4,0.279,0.9973,4.28,1.98,11.2,3,5.38,M,**,Reg 3,0.0,0.18312026367989132,0.6565333686953364,1.4160434097483303,1.2910521556193058,2.9554965212120505,1.3964244339312593,106.94368851041007,4.69749527110258,21.647503145314623,10.147697225779655,2.2895803629984623,1.312334812434133,-0.45839899146915986,9.534479575606822,1
961,0.52,0.31,109.9,0.036,1.03224,3.19,0.91,11.9,2,3.01,M,***,Reg 2,0.0,0.17777901859160916,0.9675596866471795,3.3386087734433114,1.3229529095009709,6.18796146628773,1.3197652762639047,438.68144302717496,3.0564180770314864,12.214680995512012,11.455756513309266,1.5264202419989747,1.0801385154188166,-0.48803885458132545,27.75297737843144,1
962,0.98,1.46,18.4,0.201,1.02293,3.2,-0.68,9.4,3,3.22,R,**,Reg 3,0.0,0.996640019577504,0.07454215659401475,3.93616287297013,1.4506597938877126,3.461965683113309,1.373197797912569,315.3278048661836,3.0714738311055334,3.14911757205992,7.148129040072693,2.2895803629984623,1.1073066984102766,1.2368809636551994,1.2913336774921562,1
963,0.15,0.18,8.6,-0.367,0.99166,1.16,-0.81,4.8,2,3.16,B,**,Reg 2,0.0,0.13265578802617217,0.033779876920491336,2.8579674325195663,1.3059638887850258,3.170001107429054,1.1516309757667365,80.58475886281005,0.0001,2.6696804900542643,1.8640187857167734,1.5264202419989747,1.0997483571362403,-0.7812663854892838,1.1226030688206499,1
964,0.28,2.9,1.5,0.119,0.9918,2.98,0.39,17.2,3,1.42,R,Desc,Reg 2,0.0,0.9560845585810028,0.23107532590934043,3.0268414171684497,1.5740202647027097,2.9584757515761755,1.3474376882398635,81.1729466563402,2.740247241476505,8.598455244349438,23.93199137424227,2.2895803629984623,0.7303364106152869,1.195327819704337,2.21088676790113,0
965,0.27,1.41,26.5,-0.053,0.94732,3.22,0.44,20.9,3,4.32,R,Desc,Reg 2,0.0,0.9240722087195959,0.36419634294153325,3.013851110656997,1.4457738138395921,3.7032833426074383,1.288018868404117,2.595890120818065,3.101585339253627,8.918657389954202,35.3355107224519,2.2895803629984623,1.2245085209288604,1.161263280484645,3.49274197673377,1
966,0.28,-0.08,3.95,0.038,0.99146,4.96,0.54,15.0,2,6.45,R,Desc,Reg 3,0.0,0.5986895435733404,0.2680047461596208,3.0268414171684497,1.2698461868076056,3.0314668954972395,1.3204528106508666,79.75004281240768,5.721286548137757,9.576622448565917,18.201495222666804,1.5264202419989747,1.3860360584459275,0.7270799391240382,2.5099241838228417,0
967,0.25,1.36,6.3,0.051,0.9928,3.21,1.76,11.5,4,1.03,M,Desc,Reg 3,7.142857142857142,0.557775544414802,0.4425700256329146,2.9878704976340917,1.4408377890705881,3.101478809054178,1.3248958201655345,85.46845468473293,3.08652958517958,19.489120151928137,10.698587054242504,3.0527404839979497,0.37799488358846733,0.6562650025210468,4.5718323059719514,1
968,-1.19,-0.94,21.4,0.139,0.9954,3.25,0.54,10.4,2,1.65,R,**,Reg 1,0.0,0.06522114022414172,0.13047544619139428,1.117266359984921,1.1210002273847213,3.551342594037061,1.3538571033927664,97.43511916478002,3.146752601475767,9.576622448565917,8.749842416244265,1.5264202419989747,0.8145644737883748,-1.4930508805246907,1.564890629223485,1
969,0.4,0.24,8.5,-0.513,0.99626,3.2,-2.11,12.0,3,3.25,M,*,Reg 3,0.0,0.5010619270638251,0.6334700530263525,3.1827250953058805,1.3138869179151011,3.167021877064929,1.0671925923522743,101.65681036194466,3.0714738311055334,0.05167411004263028,11.649093465180059,2.2895803629984623,1.111028543874674,0.5489910400308226,8.80824515887191,1
970,0.22,0.29,-35.2,-0.469,0.98393,3.05,-0.21,9.8,2,2.12,MB,***,Reg 3,0.0,0.12809397108961018,0.36444852049406196,2.9488995780997342,1.3203816444904557,1.8650982079422815,1.0947374869517663,52.75951996783813,2.845637519994832,5.212609449549259,7.769400372441635,1.5264202419989747,0.9332355666227752,-0.816322259498708,3.495768955430564,1
971,0.52,0.34,-29.7,0.087,0.9982,2.38,2.33,18.7,5,1.0,R,Desc,Reg 2,7.142857142857142,0.17176712774815794,0.9899494783014726,3.3386087734433114,1.3267819217758923,2.02895587796916,1.3369716816876176,111.6830053355268,1.836901997033701,25.314852477605896,28.288097009780852,3.8159006049974367,0.1,-0.5224861837937445,29.971768298864685,1
972,-0.19,0.31,12.2,0.12,1.01974,3.15,0.31,12.0,2,2.34,B,***,Reg 2,0.0,0.12062855732006228,0.2263464092665466,2.4162970111301787,1.3229529095009709,3.277253400537556,1.3477608437557016,279.7545190299587,2.9961950607352996,8.098307276780671,11.649093465180059,1.5264202419989747,0.9760242894911356,-0.8764824899259677,2.175261858412702,1
973,0.3,0.4,19.5,-0.269,0.99445,3.19,2.25,9.8,3,1.0,R,***,Reg 3,0.0,0.34087126637300447,0.3032525873799846,3.0528220301913547,1.334341996786027,3.4947372171186846,1.1993284941186129,92.92597187178032,3.0564180770314864,24.45131369659445,7.769400372441635,2.2895803629984623,0.1,0.16354882467870638,2.8329962458635376,1
974,0.15,1.87,49.0,0.613,0.96622,3.29,0.31,10.0,2,1.07,M,**,Reg 2,0.0,0.6325290969244926,0.5822930898182984,2.8579674325195663,1.4889777529937573,4.373610174535575,1.4846993055572402,16.172985409911348,3.206975617771954,8.098307276780671,8.089743047675947,1.5264202419989747,0.4668483017209834,0.782083698582081,7.388218464910336,1
975,-1.18,0.31,1.0,0.622,0.95913,2.79,0.37,10.1,4,2.89,B,*,Reg 1,0.0,0.38865109231603967,0.9426776732346116,1.130256666496374,1.3229529095009709,2.9435795997555503,1.4868693510321778,8.942199210182741,2.4541879140696174,8.47201339106507,8.252341137555565,3.0527404839979497,1.0636442471121323,0.29480954809833115,25.479371547335745,1
976,0.72,0.76,-62.2,0.036,0.9628,3.29,1.31,12.4,2,1.58,R,***,Reg 1,0.0,0.22729188192524674,0.36317653506288994,3.5984149036723627,1.3772081686828817,1.060706009628518,1.3197652762639047,12.285738835365866,3.206975617771954,15.427217272058009,12.438619621079638,1.5264202419989747,0.7916935387566143,-0.2420609524847663,3.4805275612625826,1
977,0.32,-0.32,8.1,-0.923,0.9957,3.96,0.55,13.5,1,1.66,R,Desc,Reg 2,0.0,0.7083047073027028,0.5465454797044629,3.07880264321426,1.2335286963910912,3.155104955608429,0.1,98.89256583666683,4.2157111407330845,9.643706744036583,14.743287924238844,0.7632601209994871,0.8176787964067063,0.8952710506306011,6.534445495948986,0
978,0.97,0.0,-46.9,0.08,0.97108,2.84,1.14,5.4,4,3.36,M,Desc,Reg 1,0.0,0.6343118397562195,0.7272429078507675,3.923172566458677,1.281286964023443,1.5165282553396509,1.3346491743214235,23.19887034964276,2.529466684439851,14.01611428749758,2.359110377027175,3.0527404839979497,1.1243648386358662,0.7848992000605775,12.15589197872439,0
979,0.2,0.15,6.6,0.292,0.95075,2.99,-0.7,9.9,2,1.0,R,*,Reg 3,0.0,0.9025098817462675,0.6608608054925117,2.9229189650768292,1.3019476891509754,3.1104165001465534,1.4001848081382553,3.873563370486784,2.755302995550552,3.072782441763139,7.928762792637971,1.5264202419989747,0.1,1.137646712233229,9.677272943543782,1
980,-1.11,0.21,1.0,0.212,0.9927,4.47,-1.01,8.0,2,3.08,M,**,Reg 2,7.142857142857142,0.10555083403897036,0.5317433005189518,1.2211888120765417,1.3099433737992865,2.9435795997555503,1.3765451363226677,85.03140291243736,4.983554598509468,2.009352355845975,5.177526566828142,1.5264202419989747,1.089421653973407,-1.010280767537659,6.2104880321620985,1
981,-0.76,0.27,10.7,0.076,0.9967,3.05,0.64,3.6,2,2.14,R,Desc,Reg 3,0.0,0.7985010673962936,0.503963330939978,1.675849539977382,1.3177952695356312,3.2325649450756804,1.3333165645236458,103.869049230636,2.845637519994832,10.25800186371389,1.0485617659931736,1.5264202419989747,0.9373736430427867,1.0151699327753083,5.645227768925128,1
982,0.23,0.29,57.4,-0.164,1.00089,2.44,0.41,4.7,1,2.46,R,**,Reg 3,0.0,0.5875414335957688,0.7729239322398165,2.9618898846111867,1.3203816444904557,4.623865525122079,1.2448110443611102,126.79044639188687,1.9272365214779816,8.725833671895256,1.7871659424441162,0.7632601209994871,0.997175631121946,0.708276190346619,14.2212326056265,1
983,1.68,0.35,5.3,0.03,0.96414,2.72,0.42,11.5,3,1.63,M,**,Reg 3,0.0,0.8761127328720844,0.6608014163097828,4.84548432877181,1.3280509229084267,3.0716865054129276,1.3176962001263925,13.71392246239596,2.3487976355512905,8.789874101016208,10.698587054242504,2.2895803629984623,0.8082264258283849,1.1079541098626065,9.675298865344875,1
984,0.56,0.53,-14.1,0.074,0.98857,3.2,1.13,6.2,5,1.0,R,Desc,Reg 3,0.0,0.576014860492081,0.7576328583653763,3.390569999489122,1.3502950904535815,2.4937158147726675,1.332648758482111,68.39733167946368,3.0714738311055334,13.935215521670525,3.1098312499062595,3.8159006049974367,0.1,0.6884549879915007,13.493507636968532,0
985,0.24,1.37,-14.6,0.06,0.994,3.44,-0.83,19.4,1,3.46,R,**,Reg 3,0.0,0.01568117465331742,0.9993009199877956,2.9748801911226392,1.441829055148543,2.4788196629520427,1.3279457640517793,90.84555911795239,3.432811928882655,2.59943309245691,30.44551958917187,0.7632601209994871,1.136090048476198,-2.929698997842778,30.9502067625706,1
986,0.4,0.31,25.0,-0.521,0.99358,2.96,0.59,16.8,3,1.0,M,***,Reg 2,0.0,0.991496612704745,0.2997036737325287,3.1827250953058805,1.3229529095009709,3.6585948871455627,1.0619486513384107,88.93554274666683,2.710135733328412,9.914385361572872,22.831840928747667,2.2895803629984623,0.1,1.2317056480219482,2.7986685096139805,1
987,0.18,0.27,6.5,0.147,0.98892,3.35,0.67,15.0,1,2.13,R,**,Reg 2,7.142857142857142,0.3731147655529651,0.30536408163798134,2.896938352053924,1.3177952695356312,3.107437269782428,1.3563994937800155,69.70334285134457,3.2973101422162343,10.466981487782853,18.201495222666804,0.7632601209994871,0.9353114703108009,0.25398876117657576,2.8536196433486825,1
988,0.65,0.39,-45.2,0.091,0.9945,3.25,0.98,13.8,2,4.59,B,****,Reg 1,7.142857142857142,0.7313580279624035,0.817976098175264,3.507482758092195,1.333090893820581,1.5671751715297766,1.338293413306198,93.15931465629377,3.146752601475767,12.749831262108186,15.405808356774907,1.5264202419989747,1.2486782285297433,0.9273101031652876,16.601581777801343,1
989,0.27,-2.27,7.8,0.048,0.97267,3.09,0.92,9.5,2,4.41,R,**,Reg 1,0.0,0.6327343551852098,0.5732846384706388,3.013851110656997,0.1,3.1461672645160537,1.323874475884677,25.93002571984836,2.9058605362910193,12.290428602901093,7.301020120902466,1.5264202419989747,1.2327237347835656,0.7824082688588062,7.163087224966925,1
990,-0.77,0.69,-54.6,-0.098,1.03829,3.04,-0.92,9.4,3,4.22,M,*,Reg 2,0.0,0.4122537094318891,0.6248745371147864,1.6628592334659291,1.369184367530609,1.287127517302022,1.2710309160298547,536.2406073233597,2.8305817659207855,2.2949099097542582,7.148129040072693,2.2895803629984623,1.2151822257347693,0.35380064805205064,8.551965751240768,1
991,1.59,0.78,-57.1,0.043,0.99236,3.06,1.39,10.5,3,1.0,M,*,Reg 2,0.0,0.5145664421635645,0.9713351477348636,4.728571570168737,1.3794751228245377,1.2126467581988958,1.322166963890807,83.55795505320938,2.860693274068879,16.114680091916814,8.918911845490445,2.2895803629984623,0.1,0.5755981655539042,28.11525974510408,1
992,-0.57,0.37,-15.2,-0.069,0.99817,3.21,0.53,9.4,2,4.14,M,**,Reg 1,0.0,0.3340710661455356,0.30813285237000065,1.9226653636949809,1.3305780672605896,2.460944280767292,1.2820558761302936,111.52253660010207,3.08652958517958,9.509772296660616,7.148129040072693,1.5264202419989747,1.2075635055723655,0.14338383615373815,2.8808904737309553,1
993,0.39,0.16,-12.1,0.08,0.9955,3.34,-1.05,5.1,2,1.92,R,*,Reg 2,0.0,0.8221149259948488,0.736589065727823,3.169734788794428,1.3032905506022243,2.5533004220551687,1.3346491743214235,97.91913220387379,3.2822543881421873,1.88852562014172,2.10428432458459,1.5264202419989747,0.8884578822925749,1.044322162059978,12.552497323909868,1
994,0.35,1.14,13.9,-0.034,0.96506,2.0,1.91,19.0,3,2.72,M,Desc,Reg 1,0.0,0.4667983876718905,0.4003086854256145,3.1177735627486176,1.4184929814218499,3.327900316727682,1.2949940347737576,14.764146488581286,1.2647833422199255,20.94845238296466,29.20299967761288,2.2895803629984623,1.038876433498156,0.4781248327874765,3.9540451853226184,1
995,-0.55,0.84,9.7,0.515,0.9938,3.3,-0.38,9.4,3,1.07,R,**,Reg 1,7.142857142857142,0.15595871456134003,0.1769814797285314,1.9486459767178859,1.3862097606012664,3.2027726414344295,1.4604294271929952,89.93223091220021,3.2220313718460005,4.406533437885663,7.148129040072693,2.2895803629984623,0.4668483017209834,-0.6191714169718046,1.8359684284933089,1
996,2.055,-0.91,2.5,-0.379,0.97799,3.53,0.57,5.3,3,1.37,M,Desc,Reg 1,0.0,0.397264362271739,0.9514074464533496,5.332620822951281,1.1272684856649222,2.988268055217426,1.1453665641045176,36.84675615908323,3.568313715549075,9.778577765674003,2.272550524704673,2.2895803629984623,0.7075647977778879,0.3167424323287577,26.255025710585823,0
997,0.22,-0.91,1.5,0.051,0.9928,2.05,1.38,8.8,2,1.05,M,**,Reg 3,0.0,0.9156404860156285,0.32478377743046893,2.9488995780997342,1.1272684856649222,2.9584757515761755,1.3248958201655345,85.46845468473293,1.3400621125901588,16.027927736955697,6.264757086768508,1.5264202419989747,0.42927457241576644,1.1520945598728378,3.050477718067507,1
998,1.55,-0.07,3.5,0.203,0.99135,2.01,1.08,18.1,4,3.13,R,*,Reg 1,0.0,0.12776126763247608,0.7645990038594778,4.676610344122926,1.271293251757538,3.0180603588586767,1.373808226693987,79.29372241283671,1.279839096293972,13.534233846015683,26.501973214841122,3.0527404839979497,1.0959099991801637,-0.8189276955863366,13.82030036714872,0
999,0.59,0.26,12.0,0.07,0.9981,3.37,0.49,9.1,3,1.89,M,Desc,Reg 3,0.0,0.2965780397070371,0.9714530378260946,3.4295409190234794,1.3164963507494336,3.271294939809306,1.3313101265143918,111.14878205936371,3.327421650364328,9.244713124693028,6.6991628066332165,2.2895803629984623,0.881125919756436,0.02425274837299266,28.126647960127872,1
1000,0.305,-1.27,1.1,0.369,0.95972,3.33,0.56,10.6,1,3.8,B,***,Reg 2,0.0,0.883138459957967,0.38045579643178284,3.059317183447081,1.0438667379324869,2.9465588301196752,1.4218597221324087,9.427034912070814,3.267198634068141,9.711025183072614,9.089599109578268,0.7632601209994871,1.173458392438484,1.1159434354797377,3.693376540934675,1
1001,-0.58,0.34,14.95,0.042,0.99052,3.0,2.13,11.4,2,2.72,B,*,Reg 1,7.142857142857142,0.1315505537642898,0.9235796306251718,1.9096750571835281,1.3267819217758923,3.359182235550995,1.3218246664688171,75.91340670015184,2.7703587496245987,23.184102752920786,10.513339276579915,1.5264202419989747,1.038876433498156,-0.7896475799845409,23.861448686353725,1
1002,2.73,-0.84,29.9,0.588,1.03659,4.09,0.78,3.3,3,6.45,MB,**,Reg 3,0.0,0.729531540065938,0.8796292247990689,6.20946651247433,1.1415010597289408,3.8045771749876898,1.4786209475296703,507.3332174244451,4.411435943695691,11.251269163901961,0.8810987949991914,2.2895803629984623,1.3860360584459275,0.9248087938851657,20.517680708213916,1
1003,0.2,0.28,7.5,0.04,1.04464,3.94,-1.22,3.2,4,1.12,M,*,Reg 3,0.0,0.7601462408247257,0.8770055013944167,2.9229189650768292,1.319090358701851,3.137229573423679,1.3211392727544935,655.2645396282797,4.1855996325849905,1.4168066198158502,0.8285134743511456,3.0527404839979497,0.534073839006461,0.9659298219849598,20.333586991886612,1
1004,-2.05,-0.04,11.6,0.032,0.9963,3.05,0.51,9.8,3,2.38,R,**,Reg 2,0.0,0.9591491568836057,0.12814905641261187,0.0001,1.275605054169393,3.259378018352806,1.318386974951925,101.85644915102284,2.845637519994832,9.376774423546097,7.769400372441635,2.2895803629984623,0.9832271243246833,1.1985288311108075,1.5524345719182806,1
1005,1.73,-1.24,46.2,0.091,1.01264,3.55,-0.22,5.8,3,1.92,R,***,Reg 3,0.0,0.2603081963698509,0.17676547829510192,4.910435861329072,1.051608527544929,4.2901917243400725,1.338293413306198,211.42958591231292,3.5984252236971686,5.163320065046146,2.721528134733591,2.2895803629984623,0.8884578822925749,-0.10630026794694522,1.8346066419405767,1
1006,0.22,0.36,5.5,-0.344,1.04361,4.01,0.47,5.0,2,1.68,B,Desc,Reg 3,0.0,0.8645910567808942,0.8529531423724299,2.9488995780997342,1.3293162967029115,3.0776449661411776,1.1633597542250054,634.7295525524592,4.290989911103318,9.113588400101408,2.0225779767870105,1.5264202419989747,0.8238028041984861,1.0947124404236657,18.72107872010677,1
1007,0.21,0.32,86.1,0.264,0.98667,2.51,1.15,10.0,3,2.69,R,***,Reg 3,0.0,0.013021520455782976,0.8907940269017641,2.9359092715882817,1.3242329398165344,5.478904639625968,1.3920474470550768,61.62483033357671,2.0326267999963084,14.097247196889999,8.089743047675947,2.2895803629984623,1.0343169087366144,-3.1186239612249116,21.31988037146077,1
1008,0.24,0.61,7.9,-0.144,0.99545,3.35,0.52,6.4,2,2.01,R,Desc,Reg 1,0.0,0.9440730956072234,0.9912573760408376,2.9748801911226392,1.3598381216082454,3.149146494880179,1.2529312381153723,97.67690083415549,3.2973101422162343,9.443156288320674,3.313689816542439,1.5264202419989747,0.909428747982014,1.182681971472572,30.10672996912672,1
1009,0.31,-1.31,3.3,0.038,0.9928,3.36,0.63,10.3,2,4.45,B,Desc,Reg 2,7.142857142857142,0.9253678972801032,0.8801219682053956,3.065812336702807,1.0332686399092814,3.0121018981304264,1.3204528106508666,85.46845468473293,3.312365896290281,10.18881027615496,8.582390821839725,1.5264202419989747,1.236322811282115,1.1626648002773246,20.55243952700485,0
1010,0.53,0.99,1.9,0.505,1.02216,3.26,-0.9,13.2,3,1.67,R,Desc,Reg 1,7.142857142857142,0.2647716010442632,0.6664350613412005,3.351599079954764,1.4026299884544824,2.9703926730326757,1.4578838410149335,306.4473166065776,3.1618083555498133,2.360942723175088,14.095328005277553,2.2895803629984623,0.8207579353030604,-0.0892839801766578,9.864363938604589,0
1011,0.15,2.21,5.9,0.045,0.9983,3.26,0.4,9.3,2,3.04,B,***,Reg 3,7.142857142857142,0.06923442723800355,0.9646753076471266,2.8579674325195663,1.518649178433395,3.089561887597678,1.3228507622740227,112.2191520616653,3.1618083555498133,8.662027386339666,6.996855794084561,1.5264202419989747,1.0841462265733315,-1.43312968062792,27.479349446027705,1
1012,0.63,0.21,1.6,-0.394,1.03408,3.58,2.01,9.8,2,2.89,M,Desc,Reg 3,0.0,0.408423292548841,0.49268156803335905,3.48150214506929,1.3099433737992865,2.9614549819403004,1.1373886048550086,466.8088343850528,3.643592485919309,21.950608482659323,7.769400372441635,1.5264202419989747,1.0636442471121323,0.3444605337163538,5.430633343953435,1
1013,0.33,-0.89,47.3,0.283,0.99226,3.06,-0.4,12.2,2,1.16,R,*,Reg 1,0.0,0.7087249489480165,0.2833274178113009,3.0917929497257126,1.1313899403584329,4.322963258345448,1.3975847072677243,83.12825578035009,2.860693274068879,4.316149693667129,12.040620873446565,1.5264202419989747,0.5738555966645837,0.8958643749958635,2.645575279280496,1
1014,0.3,0.68,64.6,-0.367,0.9406,1.16,0.45,9.2,4,4.68,B,**,Reg 2,0.0,0.2519369916078191,0.7866093244964372,3.0528220301913547,1.3680265268685208,4.838370111339081,1.1516309757667365,1.0307898388251286,0.0001,8.98340024977124,6.847200382938067,3.0527404839979497,1.2564313751106226,-0.13901714274619204,14.90576065213483,1
1015,-0.4,0.68,-0.2,-0.161,0.99064,3.19,-1.51,11.7,2,1.17,R,***,Reg 2,0.0,0.7644852971251372,0.7531164244029401,2.1435005743896745,1.3680265268685208,2.9078288353860495,1.2460392247183294,76.39531495904008,3.0564180770314864,0.7682832597097176,11.073936114092602,1.5264202419989747,0.5826113845944445,0.9716235085544493,13.285775248994964,1
1016,-0.07,-0.09,11.9,0.171,0.9972,3.0,0.37,6.2,3,1.25,M,**,Reg 3,0.0,0.27795445497610394,0.10263879528460262,2.5721806892676096,1.26839415782779,3.2683157094451807,1.3639421001046934,106.42656968473372,2.7703587496245987,8.47201339106507,3.1098312499062595,2.2895803629984623,0.6415368087490592,-0.04065274900937688,1.422181969721039,1
1017,-0.8,0.04,59.4,0.06,0.97668,2.27,0.35,9.2,2,4.91,R,Desc,Reg 1,0.0,0.8885014991660732,0.7576843523834601,1.6238883139315716,1.2868942740534786,4.683450132404579,1.3279457640517793,33.88825792297855,1.6712887022191873,8.346508112042153,6.847200382938067,1.5264202419989747,1.2756183302317063,1.1219993595653592,13.4958947246153,0
